survey_year,muni_code,muni_name_en,muni_name_ja,population
2005,40305,(former)Fukuoka-ken Nakagawa-machi,（旧）福岡県 那珂川町,46972
2010,40305,(former)Fukuoka-ken Nakagawa-machi,（旧）福岡県 那珂川町,49780
2015,40305,(former)Fukuoka-ken Nakagawa-machi,（旧）福岡県 那珂川町,50004
1980,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,23966
1985,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,28594
1990,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,34283
1995,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,36728
2000,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,38126
2005,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,39136
2010,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,38592
2015,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,37927
2020,40341,Fukuoka-ken Umi-machi,福岡県 宇美町,37671
1980,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,19662
1985,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,22114
1990,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,23267
1995,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,26314
2000,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,29389
2005,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,30985
2010,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,31318
2015,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,31210
2020,40342,Fukuoka-ken Sasaguri-machi,福岡県 篠栗町,31209
1980,40343,Fukuoka-ken Shime-machi,福岡県 志免町,32241
1985,40343,Fukuoka-ken Shime-machi,福岡県 志免町,33754
1990,40343,Fukuoka-ken Shime-machi,福岡県 志免町,34626
1995,40343,Fukuoka-ken Shime-machi,福岡県 志免町,36199
2000,40343,Fukuoka-ken Shime-machi,福岡県 志免町,37794
2005,40343,Fukuoka-ken Shime-machi,福岡県 志免町,40557
2010,40343,Fukuoka-ken Shime-machi,福岡県 志免町,43564
2015,40343,Fukuoka-ken Shime-machi,福岡県 志免町,45256
2020,40343,Fukuoka-ken Shime-machi,福岡県 志免町,46377
1980,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,18546
1985,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,20085
1990,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,22209
1995,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,24125
2000,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,25086
2005,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,25601
2010,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,26044
2015,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,27263
2020,40344,Fukuoka-ken Sue-machi,福岡県 須恵町,28628
1980,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,13863
1985,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,14954
1990,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,15493
1995,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,19227
2000,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,22431
2005,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,23447
2010,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,24679
2015,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,30344
2020,40345,Fukuoka-ken Shingu-machi,福岡県 新宮町,32927
1980,40347,(former) Fukuoka-ken Koga-machi,（旧）福岡県 古賀町,35562
1985,40347,(former) Fukuoka-ken Koga-machi,（旧）福岡県 古賀町,41311
1990,40347,(former) Fukuoka-ken Koga-machi,（旧）福岡県 古賀町,45725
1995,40347,(former) Fukuoka-ken Koga-machi,（旧）福岡県 古賀町,51244
1980,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,7657
1985,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,7573
1990,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,7524
1995,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,7509
2000,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,7640
2005,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,7858
2010,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,8373
2015,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,8225
2020,40348,Fukuoka-ken Hisayama-machi,福岡県 久山町,9068
1980,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,26810
1985,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,29027
1990,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,29697
1995,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,31504
2000,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,34811
2005,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,37685
2010,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,41997
2015,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,45360
2020,40349,Fukuoka-ken Kasuya-machi,福岡県 粕屋町,48190
1980,40361,(former) Fukuoka-ken Munakata-machi,（旧）福岡県 宗像町,56439
1980,40362,(former) Fukuoka-ken Fukuma-machi,（旧）福岡県 福間町,29320
1985,40362,(former) Fukuoka-ken Fukuma-machi,（旧）福岡県 福間町,34020
1990,40362,(former) Fukuoka-ken Fukuma-machi,（旧）福岡県 福間町,36152
1995,40362,(former) Fukuoka-ken Fukuma-machi,（旧）福岡県 福間町,40111
2000,40362,(former) Fukuoka-ken Fukuma-machi,（旧）福岡県 福間町,41480
1980,40363,(former) Fukuoka-ken Tsuyazaki-machi,（旧）福岡県 津屋崎町,12811
1985,40363,(former) Fukuoka-ken Tsuyazaki-machi,（旧）福岡県 津屋崎町,13484
1990,40363,(former) Fukuoka-ken Tsuyazaki-machi,（旧）福岡県 津屋崎町,13421
1995,40363,(former) Fukuoka-ken Tsuyazaki-machi,（旧）福岡県 津屋崎町,14033
2000,40363,(former) Fukuoka-ken Tsuyazaki-machi,（旧）福岡県 津屋崎町,14298
1980,40364,(former) Fukuoka-ken Genkai-machi,（旧）福岡県 玄海町,9243
1985,40364,(former) Fukuoka-ken Genkai-machi,（旧）福岡県 玄海町,9216
1990,40364,(former) Fukuoka-ken Genkai-machi,（旧）福岡県 玄海町,8949
1995,40364,(former) Fukuoka-ken Genkai-machi,（旧）福岡県 玄海町,9085
2000,40364,(former) Fukuoka-ken Genkai-machi,（旧）福岡県 玄海町,9559
1980,40365,(former) Fukuoka-ken Oshima-mura,（旧）福岡県 大島村,1303
1985,40365,(former) Fukuoka-ken Oshima-mura,（旧）福岡県 大島村,1202
1990,40365,(former) Fukuoka-ken Oshima-mura,（旧）福岡県 大島村,983
1995,40365,(former) Fukuoka-ken Oshima-mura,（旧）福岡県 大島村,917
2000,40365,(former) Fukuoka-ken Oshima-mura,（旧）福岡県 大島村,909
1980,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,18934
1985,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,18643
1990,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,17398
1995,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,16685
2000,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,15827
2005,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,16247
2010,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,15369
2015,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,14208
2020,40381,Fukuoka-ken Ashiya-machi,福岡県 芦屋町,13545
1980,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,27196
1985,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,30062
1990,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,29756
1995,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,31289
2000,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,31623
2005,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,30679
2010,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,30021
2015,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,28997
2020,40382,Fukuoka-ken Mizumaki-machi,福岡県 水巻町,28114
1980,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,25327
1985,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,27872
1990,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,27896
1995,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,28807
2000,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,30417
2005,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,31332
2010,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,32119
2015,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,31580
2020,40383,Fukuoka-ken Okagaki-machi,福岡県 岡垣町,31007
1980,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,14188
1985,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,15994
1990,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,17107
1995,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,18999
2000,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,19309
2005,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,19279
2010,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,19160
2015,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,18877
2020,40384,Fukuoka-ken Onga-cho,福岡県 遠賀町,18723
1980,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,11228
1985,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,11432
1990,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,11001
1995,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,10517
2000,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,9730
2005,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,9253
2010,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,8602
2015,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,7810
2020,40401,Fukuoka-ken Kotake-machi,福岡県 小竹町,7151
1980,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,19079
1985,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,20540
1990,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,20332
1995,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,20248
2000,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,19266
2005,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,18204
2010,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,17088
2015,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,16007
2020,40402,Fukuoka-ken Kurate-machi,福岡県 鞍手町,15080
1980,40403,(former) Fukuoka-ken Miyata-machi,（旧）福岡県 宮田町,23243
1985,40403,(former) Fukuoka-ken Miyata-machi,（旧）福岡県 宮田町,22623
1990,40403,(former) Fukuoka-ken Miyata-machi,（旧）福岡県 宮田町,22073
1995,40403,(former) Fukuoka-ken Miyata-machi,（旧）福岡県 宮田町,21902
2000,40403,(former) Fukuoka-ken Miyata-machi,（旧）福岡県 宮田町,21150
2005,40403,(former) Fukuoka-ken Miyata-machi,（旧）福岡県 宮田町,20934
1980,40404,(former) Fukuoka-ken Wakamiya-machi,（旧）福岡県 若宮町,10427
1985,40404,(former) Fukuoka-ken Wakamiya-machi,（旧）福岡県 若宮町,10542
1990,40404,(former) Fukuoka-ken Wakamiya-machi,（旧）福岡県 若宮町,10605
1995,40404,(former) Fukuoka-ken Wakamiya-machi,（旧）福岡県 若宮町,10295
2000,40404,(former) Fukuoka-ken Wakamiya-machi,（旧）福岡県 若宮町,10075
2005,40404,(former) Fukuoka-ken Wakamiya-machi,（旧）福岡県 若宮町,9696
1980,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,12780
1985,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,13741
1990,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,14182
1995,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,14667
2000,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,14760
2005,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,14535
2010,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,13863
2015,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,13496
2020,40421,Fukuoka-ken Keisen-machi,福岡県 桂川町,12878
1980,40422,(former) Fukuoka-ken Inatsuki-machi,（旧）福岡県 稲築町,20985
1985,40422,(former) Fukuoka-ken Inatsuki-machi,（旧）福岡県 稲築町,21234
1990,40422,(former) Fukuoka-ken Inatsuki-machi,（旧）福岡県 稲築町,20874
1995,40422,(former) Fukuoka-ken Inatsuki-machi,（旧）福岡県 稲築町,20496
2000,40422,(former) Fukuoka-ken Inatsuki-machi,（旧）福岡県 稲築町,19823
2005,40422,(former) Fukuoka-ken Inatsuki-machi,（旧）福岡県 稲築町,19160
1980,40423,(former) Fukuoka-ken Usui-machi,（旧）福岡県 碓井町,6811
1985,40423,(former) Fukuoka-ken Usui-machi,（旧）福岡県 碓井町,6937
1990,40423,(former) Fukuoka-ken Usui-machi,（旧）福岡県 碓井町,6796
1995,40423,(former) Fukuoka-ken Usui-machi,（旧）福岡県 碓井町,6756
2000,40423,(former) Fukuoka-ken Usui-machi,（旧）福岡県 碓井町,6512
2005,40423,(former) Fukuoka-ken Usui-machi,（旧）福岡県 碓井町,6013
1980,40424,(former) Fukuoka-ken Kaho-machi,（旧）福岡県 嘉穂町,12051
1985,40424,(former) Fukuoka-ken Kaho-machi,（旧）福岡県 嘉穂町,12115
1990,40424,(former) Fukuoka-ken Kaho-machi,（旧）福岡県 嘉穂町,11561
1995,40424,(former) Fukuoka-ken Kaho-machi,（旧）福岡県 嘉穂町,10872
2000,40424,(former) Fukuoka-ken Kaho-machi,（旧）福岡県 嘉穂町,10357
2005,40424,(former) Fukuoka-ken Kaho-machi,（旧）福岡県 嘉穂町,9722
1980,40425,(former) Fukuoka-ken Chikuho-machi,（旧）福岡県 筑穂町,10775
1985,40425,(former) Fukuoka-ken Chikuho-machi,（旧）福岡県 筑穂町,11179
1990,40425,(former) Fukuoka-ken Chikuho-machi,（旧）福岡県 筑穂町,11360
1995,40425,(former) Fukuoka-ken Chikuho-machi,（旧）福岡県 筑穂町,11428
2000,40425,(former) Fukuoka-ken Chikuho-machi,（旧）福岡県 筑穂町,11294
2005,40425,(former) Fukuoka-ken Chikuho-machi,（旧）福岡県 筑穂町,10815
1980,40426,(former) Fukuoka-ken Honami-machi,（旧）福岡県 穂波町,27166
1985,40426,(former) Fukuoka-ken Honami-machi,（旧）福岡県 穂波町,27453
1990,40426,(former) Fukuoka-ken Honami-machi,（旧）福岡県 穂波町,26704
1995,40426,(former) Fukuoka-ken Honami-machi,（旧）福岡県 穂波町,26874
2000,40426,(former) Fukuoka-ken Honami-machi,（旧）福岡県 穂波町,26528
2005,40426,(former) Fukuoka-ken Honami-machi,（旧）福岡県 穂波町,25641
1980,40427,(former) Fukuoka-ken Shonai-machi,（旧）福岡県 庄内町,9656
1985,40427,(former) Fukuoka-ken Shonai-machi,（旧）福岡県 庄内町,10468
1990,40427,(former) Fukuoka-ken Shonai-machi,（旧）福岡県 庄内町,10853
1995,40427,(former) Fukuoka-ken Shonai-machi,（旧）福岡県 庄内町,11290
2000,40427,(former) Fukuoka-ken Shonai-machi,（旧）福岡県 庄内町,11087
2005,40427,(former) Fukuoka-ken Shonai-machi,（旧）福岡県 庄内町,10695
1980,40428,(former) Fukuoka-ken Kaita-machi,（旧）福岡県 頴田町,7967
1985,40428,(former) Fukuoka-ken Kaita-machi,（旧）福岡県 頴田町,7857
1990,40428,(former) Fukuoka-ken Kaita-machi,（旧）福岡県 頴田町,7615
1995,40428,(former) Fukuoka-ken Kaita-machi,（旧）福岡県 頴田町,7460
2000,40428,(former) Fukuoka-ken Kaita-machi,（旧）福岡県 頴田町,7141
2005,40428,(former) Fukuoka-ken Kaita-machi,（旧）福岡県 頴田町,6841
1980,40441,(former) Fukuoka-ken Haki-machi,（旧）福岡県 杷木町,10025
1985,40441,(former) Fukuoka-ken Haki-machi,（旧）福岡県 杷木町,9895
1990,40441,(former) Fukuoka-ken Haki-machi,（旧）福岡県 杷木町,9439
1995,40441,(former) Fukuoka-ken Haki-machi,（旧）福岡県 杷木町,9023
2000,40441,(former) Fukuoka-ken Haki-machi,（旧）福岡県 杷木町,8649
2005,40441,(former) Fukuoka-ken Haki-machi,（旧）福岡県 杷木町,8151
1980,40442,(former) Fukuoka-ken Asakura-machi,（旧）福岡県 朝倉町,11735
1985,40442,(former) Fukuoka-ken Asakura-machi,（旧）福岡県 朝倉町,11658
1990,40442,(former) Fukuoka-ken Asakura-machi,（旧）福岡県 朝倉町,11251
1995,40442,(former) Fukuoka-ken Asakura-machi,（旧）福岡県 朝倉町,10868
2000,40442,(former) Fukuoka-ken Asakura-machi,（旧）福岡県 朝倉町,10415
2005,40442,(former) Fukuoka-ken Asakura-machi,（旧）福岡県 朝倉町,9560
1980,40443,(former) Fukuoka-ken Miwa-machi,（旧）福岡県 三輪町,10335
1985,40443,(former) Fukuoka-ken Miwa-machi,（旧）福岡県 三輪町,10582
1990,40443,(former) Fukuoka-ken Miwa-machi,（旧）福岡県 三輪町,10680
1995,40443,(former) Fukuoka-ken Miwa-machi,（旧）福岡県 三輪町,11706
2000,40443,(former) Fukuoka-ken Miwa-machi,（旧）福岡県 三輪町,12598
1980,40444,(former) Fukuoka-ken Yasu-machi,（旧）福岡県 夜須町,11938
1985,40444,(former) Fukuoka-ken Yasu-machi,（旧）福岡県 夜須町,13286
1990,40444,(former) Fukuoka-ken Yasu-machi,（旧）福岡県 夜須町,13892
1995,40444,(former) Fukuoka-ken Yasu-machi,（旧）福岡県 夜須町,15372
2000,40444,(former) Fukuoka-ken Yasu-machi,（旧）福岡県 夜須町,16328
1980,40445,(former) Fukuoka-ken Koishiwara-mura,（旧）福岡県 小石原村,1407
1985,40445,(former) Fukuoka-ken Koishiwara-mura,（旧）福岡県 小石原村,1394
1990,40445,(former) Fukuoka-ken Koishiwara-mura,（旧）福岡県 小石原村,1379
1995,40445,(former) Fukuoka-ken Koishiwara-mura,（旧）福岡県 小石原村,1292
2000,40445,(former) Fukuoka-ken Koishiwara-mura,（旧）福岡県 小石原村,1219
1980,40446,(former) Fukuoka-ken Hoshuyama-mura,（旧）福岡県 宝珠山村,2187
1985,40446,(former) Fukuoka-ken Hoshuyama-mura,（旧）福岡県 宝珠山村,2166
1990,40446,(former) Fukuoka-ken Hoshuyama-mura,（旧）福岡県 宝珠山村,1992
1995,40446,(former) Fukuoka-ken Hoshuyama-mura,（旧）福岡県 宝珠山村,1825
2000,40446,(former) Fukuoka-ken Hoshuyama-mura,（旧）福岡県 宝珠山村,1729
2005,40447,Fukuoka-ken Chikuzen-machi,福岡県 筑前町,29353
2010,40447,Fukuoka-ken Chikuzen-machi,福岡県 筑前町,29155
2015,40447,Fukuoka-ken Chikuzen-machi,福岡県 筑前町,29306
2020,40447,Fukuoka-ken Chikuzen-machi,福岡県 筑前町,29591
2005,40448,Fukuoka-ken Toho-mura,福岡県 東峰村,2749
2010,40448,Fukuoka-ken Toho-mura,福岡県 東峰村,2432
2015,40448,Fukuoka-ken Toho-mura,福岡県 東峰村,2174
2020,40448,Fukuoka-ken Toho-mura,福岡県 東峰村,1899
1980,40461,(former) Fukuoka-ken Maebaru-machi,（旧）福岡県 前原町,40763
1985,40461,(former) Fukuoka-ken Maebaru-machi,（旧）福岡県 前原町,47223
1990,40461,(former) Fukuoka-ken Maebaru-machi,（旧）福岡県 前原町,50250
1980,40462,(former) Fukuoka-ken Nijo-machi,（旧）福岡県 二丈町,11122
1985,40462,(former) Fukuoka-ken Nijo-machi,（旧）福岡県 二丈町,11504
1990,40462,(former) Fukuoka-ken Nijo-machi,（旧）福岡県 二丈町,11457
1995,40462,(former) Fukuoka-ken Nijo-machi,（旧）福岡県 二丈町,13148
2000,40462,(former) Fukuoka-ken Nijo-machi,（旧）福岡県 二丈町,13586
2005,40462,(former) Fukuoka-ken Nijo-machi,（旧）福岡県 二丈町,13409
1980,40463,(former) Fukuoka-ken Shima-machi,（旧）福岡県 志摩町,14335
1985,40463,(former) Fukuoka-ken Shima-machi,（旧）福岡県 志摩町,14922
1990,40463,(former) Fukuoka-ken Shima-machi,（旧）福岡県 志摩町,15903
1995,40463,(former) Fukuoka-ken Shima-machi,（旧）福岡県 志摩町,17599
2000,40463,(former) Fukuoka-ken Shima-machi,（旧）福岡県 志摩町,17571
2005,40463,(former) Fukuoka-ken Shima-machi,（旧）福岡県 志摩町,17290
1980,40481,(former) Fukuoka-ken Yoshii-machi,（旧）福岡県 吉井町,17872
1985,40481,(former) Fukuoka-ken Yoshii-machi,（旧）福岡県 吉井町,17920
1990,40481,(former) Fukuoka-ken Yoshii-machi,（旧）福岡県 吉井町,17568
1995,40481,(former) Fukuoka-ken Yoshii-machi,（旧）福岡県 吉井町,17545
2000,40481,(former) Fukuoka-ken Yoshii-machi,（旧）福岡県 吉井町,17209
1980,40482,(former) Fukuoka-ken Tanushimaru-machi,（旧）福岡県 田主丸町,22437
1985,40482,(former) Fukuoka-ken Tanushimaru-machi,（旧）福岡県 田主丸町,22553
1990,40482,(former) Fukuoka-ken Tanushimaru-machi,（旧）福岡県 田主丸町,22230
1995,40482,(former) Fukuoka-ken Tanushimaru-machi,（旧）福岡県 田主丸町,21775
2000,40482,(former) Fukuoka-ken Tanushimaru-machi,（旧）福岡県 田主丸町,21532
1980,40483,(former) Fukuoka-ken Ukiha-machi,（旧）福岡県 浮羽町,18890
1985,40483,(former) Fukuoka-ken Ukiha-machi,（旧）福岡県 浮羽町,18925
1990,40483,(former) Fukuoka-ken Ukiha-machi,（旧）福岡県 浮羽町,18342
1995,40483,(former) Fukuoka-ken Ukiha-machi,（旧）福岡県 浮羽町,17634
2000,40483,(former) Fukuoka-ken Ukiha-machi,（旧）福岡県 浮羽町,16836
1980,40501,(former) Fukuoka-ken Kitano-machi,（旧）福岡県 北野町,13384
1985,40501,(former) Fukuoka-ken Kitano-machi,（旧）福岡県 北野町,14424
1990,40501,(former) Fukuoka-ken Kitano-machi,（旧）福岡県 北野町,15294
1995,40501,(former) Fukuoka-ken Kitano-machi,（旧）福岡県 北野町,17133
2000,40501,(former) Fukuoka-ken Kitano-machi,（旧）福岡県 北野町,17404
1980,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,13203
1985,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,13576
1990,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,14098
1995,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,14755
2000,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,15227
2005,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,15400
2010,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,15284
2015,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,15138
2020,40503,Fukuoka-ken Tachiarai-machi,福岡県 大刀洗町,15521
1980,40521,(former) Fukuoka-ken Jojima-machi,（旧）福岡県 城島町,13975
1985,40521,(former) Fukuoka-ken Jojima-machi,（旧）福岡県 城島町,14273
1990,40521,(former) Fukuoka-ken Jojima-machi,（旧）福岡県 城島町,14063
1995,40521,(former) Fukuoka-ken Jojima-machi,（旧）福岡県 城島町,13994
2000,40521,(former) Fukuoka-ken Jojima-machi,（旧）福岡県 城島町,13946
1980,40522,Fukuoka-ken Oki-machi,福岡県 大木町,12721
1985,40522,Fukuoka-ken Oki-machi,福岡県 大木町,13177
1990,40522,Fukuoka-ken Oki-machi,福岡県 大木町,13232
1995,40522,Fukuoka-ken Oki-machi,福岡県 大木町,13525
2000,40522,Fukuoka-ken Oki-machi,福岡県 大木町,13862
2005,40522,Fukuoka-ken Oki-machi,福岡県 大木町,14282
2010,40522,Fukuoka-ken Oki-machi,福岡県 大木町,14350
2015,40522,Fukuoka-ken Oki-machi,福岡県 大木町,14176
2020,40522,Fukuoka-ken Oki-machi,福岡県 大木町,13820
1980,40523,(former) Fukuoka-ken Mizuma-machi,（旧）福岡県 三潴町,13523
1985,40523,(former) Fukuoka-ken Mizuma-machi,（旧）福岡県 三潴町,14477
1990,40523,(former) Fukuoka-ken Mizuma-machi,（旧）福岡県 三潴町,14731
1995,40523,(former) Fukuoka-ken Mizuma-machi,（旧）福岡県 三潴町,15406
2000,40523,(former) Fukuoka-ken Mizuma-machi,（旧）福岡県 三潴町,15459
1980,40541,(former) Fukuoka-ken Kurogi-machi,（旧）福岡県 黒木町,17705
1985,40541,(former) Fukuoka-ken Kurogi-machi,（旧）福岡県 黒木町,17267
1990,40541,(former) Fukuoka-ken Kurogi-machi,（旧）福岡県 黒木町,16616
1995,40541,(former) Fukuoka-ken Kurogi-machi,（旧）福岡県 黒木町,15691
2000,40541,(former) Fukuoka-ken Kurogi-machi,（旧）福岡県 黒木町,14685
2005,40541,(former) Fukuoka-ken Kurogi-machi,（旧）福岡県 黒木町,13615
1980,40542,(former) Fukuoka-ken Joyo-machi,（旧）福岡県 上陽町,5483
1985,40542,(former) Fukuoka-ken Joyo-machi,（旧）福岡県 上陽町,5240
1990,40542,(former) Fukuoka-ken Joyo-machi,（旧）福岡県 上陽町,4953
1995,40542,(former) Fukuoka-ken Joyo-machi,（旧）福岡県 上陽町,4508
2000,40542,(former) Fukuoka-ken Joyo-machi,（旧）福岡県 上陽町,4223
2005,40542,(former) Fukuoka-ken Joyo-machi,（旧）福岡県 上陽町,3867
1980,40543,(former) Fukuoka-ken Tachibana-machi,（旧）福岡県 立花町,14904
1985,40543,(former) Fukuoka-ken Tachibana-machi,（旧）福岡県 立花町,14549
1990,40543,(former) Fukuoka-ken Tachibana-machi,（旧）福岡県 立花町,14055
1995,40543,(former) Fukuoka-ken Tachibana-machi,（旧）福岡県 立花町,13430
2000,40543,(former) Fukuoka-ken Tachibana-machi,（旧）福岡県 立花町,12530
2005,40543,(former) Fukuoka-ken Tachibana-machi,（旧）福岡県 立花町,11662
1980,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,17154
1985,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,17740
1990,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,18629
1995,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,19437
2000,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,19779
2005,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,20248
2010,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,20253
2015,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,20183
2020,40544,Fukuoka-ken Hirokawa-machi,福岡県 広川町,19969
1980,40545,(former) Fukuoka-ken Yabe-mura,（旧）福岡県 矢部村,2696
1985,40545,(former) Fukuoka-ken Yabe-mura,（旧）福岡県 矢部村,2484
1990,40545,(former) Fukuoka-ken Yabe-mura,（旧）福岡県 矢部村,2145
1995,40545,(former) Fukuoka-ken Yabe-mura,（旧）福岡県 矢部村,1942
2000,40545,(former) Fukuoka-ken Yabe-mura,（旧）福岡県 矢部村,1760
2005,40545,(former) Fukuoka-ken Yabe-mura,（旧）福岡県 矢部村,1613
1980,40546,(former) Fukuoka-ken Hoshino-mura,（旧）福岡県 星野村,4882
