survey_year,muni_code,muni_name_en,muni_name_ja,population
1980,1100,Hokkaido Sapporo-shi,北海道 札幌市,1401757
1985,1100,Hokkaido Sapporo-shi,北海道 札幌市,1542979
1990,1100,Hokkaido Sapporo-shi,北海道 札幌市,1671742
1995,1100,Hokkaido Sapporo-shi,北海道 札幌市,1757025
2000,1100,Hokkaido Sapporo-shi,北海道 札幌市,1822368
2005,1100,Hokkaido Sapporo-shi,北海道 札幌市,1880863
2010,1100,Hokkaido Sapporo-shi,北海道 札幌市,1913545
2015,1100,Hokkaido Sapporo-shi,北海道 札幌市,1952356
2020,1100,Hokkaido Sapporo-shi,北海道 札幌市,1973395
1980,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,181806
1985,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,180845
1990,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,179184
1995,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,173358
2000,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,181383
2005,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,202801
2010,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,220189
2015,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,237627
2020,1101,Hokkaido Sapporo-shi Chuo-ku,北海道 札幌市 中央区,248680
1980,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,195370
1985,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,212508
1990,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,230918
1995,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,251419
2000,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,260114
2005,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,272877
2010,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,278781
2015,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,285321
2020,1102,Hokkaido Sapporo-shi Kita-ku,北海道 札幌市 北区,289323
1980,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,213310
1985,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,224539
1990,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,232999
1995,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,241319
2000,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,248950
2005,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,253996
2010,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,255873
2015,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,261912
2020,1103,Hokkaido Sapporo-shi Higashi-ku,北海道 札幌市 東区,265379
1980,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,228061
1985,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,263938
1990,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,188043
1995,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,192102
2000,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,197223
2005,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,201307
2010,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,204259
2015,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,209584
2020,1104,Hokkaido Sapporo-shi Shiroishi-ku,北海道 札幌市 白石区,211835
1980,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,218330
1985,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,249956
1990,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,277801
1995,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,296647
2000,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,204700
2005,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,209428
2010,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,212118
2015,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,218652
2020,1105,Hokkaido Sapporo-shi Toyohira-ku,北海道 札幌市 豊平区,225298
1980,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,128845
1985,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,141743
1990,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,148393
1995,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,155650
2000,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,156787
2005,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,153021
2010,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,146341
2015,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,141190
2020,1106,Hokkaido Sapporo-shi Minami-ku,北海道 札幌市 南区,135777
1980,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,236035
1985,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,269450
1990,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,190807
1995,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,194308
2000,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,199385
2005,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,207329
2010,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,211229
2015,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,213578
2020,1107,Hokkaido Sapporo-shi Nishi-ku,北海道 札幌市 西区,217040
1990,1108,Hokkaido Sapporo-shi Atsubetsu-ku,北海道 札幌市 厚別区,112623
1995,1108,Hokkaido Sapporo-shi Atsubetsu-ku,北海道 札幌市 厚別区,122738
2000,1108,Hokkaido Sapporo-shi Atsubetsu-ku,北海道 札幌市 厚別区,127718
2005,1108,Hokkaido Sapporo-shi Atsubetsu-ku,北海道 札幌市 厚別区,129720
2010,1108,Hokkaido Sapporo-shi Atsubetsu-ku,北海道 札幌市 厚別区,128492
2015,1108,Hokkaido Sapporo-shi Atsubetsu-ku,北海道 札幌市 厚別区,127767
2020,1108,Hokkaido Sapporo-shi Atsubetsu-ku,北海道 札幌市 厚別区,125083
1990,1109,Hokkaido Sapporo-shi Teine-ku,北海道 札幌市 手稲区,110974
1995,1109,Hokkaido Sapporo-shi Teine-ku,北海道 札幌市 手稲区,129484
2000,1109,Hokkaido Sapporo-shi Teine-ku,北海道 札幌市 手稲区,136006
2005,1109,Hokkaido Sapporo-shi Teine-ku,北海道 札幌市 手稲区,137601
2010,1109,Hokkaido Sapporo-shi Teine-ku,北海道 札幌市 手稲区,139644
2015,1109,Hokkaido Sapporo-shi Teine-ku,北海道 札幌市 手稲区,140999
2020,1109,Hokkaido Sapporo-shi Teine-ku,北海道 札幌市 手稲区,142625
2000,1110,Hokkaido Sapporo-shi Kiyota-ku,北海道 札幌市 清田区,110102
2005,1110,Hokkaido Sapporo-shi Kiyota-ku,北海道 札幌市 清田区,112783
2010,1110,Hokkaido Sapporo-shi Kiyota-ku,北海道 札幌市 清田区,116619
2015,1110,Hokkaido Sapporo-shi Kiyota-ku,北海道 札幌市 清田区,115726
2020,1110,Hokkaido Sapporo-shi Kiyota-ku,北海道 札幌市 清田区,112355
1980,1202,Hokkaido Hakodate-shi,北海道 函館市,320154
1985,1202,Hokkaido Hakodate-shi,北海道 函館市,319194
1990,1202,Hokkaido Hakodate-shi,北海道 函館市,307249
1995,1202,Hokkaido Hakodate-shi,北海道 函館市,298881
2000,1202,Hokkaido Hakodate-shi,北海道 函館市,287637
2005,1202,Hokkaido Hakodate-shi,北海道 函館市,294264
2010,1202,Hokkaido Hakodate-shi,北海道 函館市,279127
2015,1202,Hokkaido Hakodate-shi,北海道 函館市,265979
2020,1202,Hokkaido Hakodate-shi,北海道 函館市,251084
1980,1203,Hokkaido Otaru-shi,北海道 小樽市,180728
1985,1203,Hokkaido Otaru-shi,北海道 小樽市,172486
1990,1203,Hokkaido Otaru-shi,北海道 小樽市,163211
1995,1203,Hokkaido Otaru-shi,北海道 小樽市,157022
2000,1203,Hokkaido Otaru-shi,北海道 小樽市,150687
2005,1203,Hokkaido Otaru-shi,北海道 小樽市,142161
2010,1203,Hokkaido Otaru-shi,北海道 小樽市,131928
2015,1203,Hokkaido Otaru-shi,北海道 小樽市,121924
2020,1203,Hokkaido Otaru-shi,北海道 小樽市,111299
1980,1204,Hokkaido Asahikawa-shi,北海道 旭川市,352619
1985,1204,Hokkaido Asahikawa-shi,北海道 旭川市,363631
1990,1204,Hokkaido Asahikawa-shi,北海道 旭川市,359071
1995,1204,Hokkaido Asahikawa-shi,北海道 旭川市,360568
2000,1204,Hokkaido Asahikawa-shi,北海道 旭川市,359536
2005,1204,Hokkaido Asahikawa-shi,北海道 旭川市,355004
2010,1204,Hokkaido Asahikawa-shi,北海道 旭川市,347095
2015,1204,Hokkaido Asahikawa-shi,北海道 旭川市,339605
2020,1204,Hokkaido Asahikawa-shi,北海道 旭川市,329306
1980,1205,Hokkaido Muroran-shi,北海道 室蘭市,150199
1985,1205,Hokkaido Muroran-shi,北海道 室蘭市,136208
1990,1205,Hokkaido Muroran-shi,北海道 室蘭市,117855
1995,1205,Hokkaido Muroran-shi,北海道 室蘭市,109766
2000,1205,Hokkaido Muroran-shi,北海道 室蘭市,103278
2005,1205,Hokkaido Muroran-shi,北海道 室蘭市,98372
2010,1205,Hokkaido Muroran-shi,北海道 室蘭市,94535
2015,1205,Hokkaido Muroran-shi,北海道 室蘭市,88564
2020,1205,Hokkaido Muroran-shi,北海道 室蘭市,82383
1980,1206,Hokkaido Kushiro-shi,北海道 釧路市,214694
1985,1206,Hokkaido Kushiro-shi,北海道 釧路市,214541
1990,1206,Hokkaido Kushiro-shi,北海道 釧路市,205639
1995,1206,Hokkaido Kushiro-shi,北海道 釧路市,199323
2000,1206,Hokkaido Kushiro-shi,北海道 釧路市,191739
2005,1206,Hokkaido Kushiro-shi,北海道 釧路市,181516
2010,1206,Hokkaido Kushiro-shi,北海道 釧路市,181169
2015,1206,Hokkaido Kushiro-shi,北海道 釧路市,174742
2020,1206,Hokkaido Kushiro-shi,北海道 釧路市,165077
1980,1207,Hokkaido Obihiro-shi,北海道 帯広市,153861
1985,1207,Hokkaido Obihiro-shi,北海道 帯広市,162932
1990,1207,Hokkaido Obihiro-shi,北海道 帯広市,167384
1995,1207,Hokkaido Obihiro-shi,北海道 帯広市,171715
2000,1207,Hokkaido Obihiro-shi,北海道 帯広市,173030
2005,1207,Hokkaido Obihiro-shi,北海道 帯広市,170580
2010,1207,Hokkaido Obihiro-shi,北海道 帯広市,168057
2015,1207,Hokkaido Obihiro-shi,北海道 帯広市,169327
2020,1207,Hokkaido Obihiro-shi,北海道 帯広市,166536
1980,1208,Hokkaido Kitami-shi,北海道 北見市,102915
1985,1208,Hokkaido Kitami-shi,北海道 北見市,107281
1990,1208,Hokkaido Kitami-shi,北海道 北見市,107247
1995,1208,Hokkaido Kitami-shi,北海道 北見市,110452
2000,1208,Hokkaido Kitami-shi,北海道 北見市,112040
2005,1208,Hokkaido Kitami-shi,北海道 北見市,110715
2010,1208,Hokkaido Kitami-shi,北海道 北見市,125689
2015,1208,Hokkaido Kitami-shi,北海道 北見市,121226
2020,1208,Hokkaido Kitami-shi,北海道 北見市,115480
1980,1209,Hokkaido Yubari-shi,北海道 夕張市,41715
1985,1209,Hokkaido Yubari-shi,北海道 夕張市,31665
1990,1209,Hokkaido Yubari-shi,北海道 夕張市,20969
1995,1209,Hokkaido Yubari-shi,北海道 夕張市,17116
2000,1209,Hokkaido Yubari-shi,北海道 夕張市,14791
2005,1209,Hokkaido Yubari-shi,北海道 夕張市,13001
2010,1209,Hokkaido Yubari-shi,北海道 夕張市,10922
2015,1209,Hokkaido Yubari-shi,北海道 夕張市,8843
2020,1209,Hokkaido Yubari-shi,北海道 夕張市,7334
1980,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,78311
1985,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,81664
1990,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,80417
1995,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,85125
2000,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,85029
2005,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,83202
2010,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,90145
2015,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,84499
2020,1210,Hokkaido Iwamizawa-shi,北海道 岩見沢市,79306
1980,1211,Hokkaido Abashiri-shi,北海道 網走市,44777
1985,1211,Hokkaido Abashiri-shi,北海道 網走市,44283
1990,1211,Hokkaido Abashiri-shi,北海道 網走市,44416
1995,1211,Hokkaido Abashiri-shi,北海道 網走市,44176
2000,1211,Hokkaido Abashiri-shi,北海道 網走市,43395
2005,1211,Hokkaido Abashiri-shi,北海道 網走市,42045
2010,1211,Hokkaido Abashiri-shi,北海道 網走市,40998
2015,1211,Hokkaido Abashiri-shi,北海道 網走市,39077
2020,1211,Hokkaido Abashiri-shi,北海道 網走市,35759
1980,1212,Hokkaido Rumoi-shi,北海道 留萌市,36626
1985,1212,Hokkaido Rumoi-shi,北海道 留萌市,35542
1990,1212,Hokkaido Rumoi-shi,北海道 留萌市,32429
1995,1212,Hokkaido Rumoi-shi,北海道 留萌市,30060
2000,1212,Hokkaido Rumoi-shi,北海道 留萌市,28325
2005,1212,Hokkaido Rumoi-shi,北海道 留萌市,26826
2010,1212,Hokkaido Rumoi-shi,北海道 留萌市,24457
2015,1212,Hokkaido Rumoi-shi,北海道 留萌市,22221
2020,1212,Hokkaido Rumoi-shi,北海道 留萌市,20114
1980,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,151967
1985,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,158061
1990,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,160118
1995,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,169328
2000,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,172086
2005,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,172758
2010,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,173320
2015,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,172737
2020,1213,Hokkaido Tomakomai-shi,北海道 苫小牧市,170113
1980,1214,Hokkaido Wakkanai-shi,北海道 稚内市,53471
1985,1214,Hokkaido Wakkanai-shi,北海道 稚内市,51854
1990,1214,Hokkaido Wakkanai-shi,北海道 稚内市,48232
1995,1214,Hokkaido Wakkanai-shi,北海道 稚内市,45754
2000,1214,Hokkaido Wakkanai-shi,北海道 稚内市,43774
2005,1214,Hokkaido Wakkanai-shi,北海道 稚内市,41592
2010,1214,Hokkaido Wakkanai-shi,北海道 稚内市,39595
2015,1214,Hokkaido Wakkanai-shi,北海道 稚内市,36380
2020,1214,Hokkaido Wakkanai-shi,北海道 稚内市,33563
1980,1215,Hokkaido Bibai-shi,北海道 美唄市,38552
1985,1215,Hokkaido Bibai-shi,北海道 美唄市,37414
1990,1215,Hokkaido Bibai-shi,北海道 美唄市,35176
1995,1215,Hokkaido Bibai-shi,北海道 美唄市,33434
2000,1215,Hokkaido Bibai-shi,北海道 美唄市,31183
2005,1215,Hokkaido Bibai-shi,北海道 美唄市,29083
2010,1215,Hokkaido Bibai-shi,北海道 美唄市,26034
2015,1215,Hokkaido Bibai-shi,北海道 美唄市,23035
2020,1215,Hokkaido Bibai-shi,北海道 美唄市,20413
1980,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,32946
1985,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,30017
1990,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,25078
1995,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,22931
2000,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,21026
2005,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,18899
2010,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,16628
2015,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,14676
2020,1216,Hokkaido Ashibetsu-shi,北海道 芦別市,12555
1980,1217,Hokkaido Ebetsu-shi,北海道 江別市,86349
1985,1217,Hokkaido Ebetsu-shi,北海道 江別市,90328
1990,1217,Hokkaido Ebetsu-shi,北海道 江別市,97201
1995,1217,Hokkaido Ebetsu-shi,北海道 江別市,115495
2000,1217,Hokkaido Ebetsu-shi,北海道 江別市,123877
2005,1217,Hokkaido Ebetsu-shi,北海道 江別市,125601
2010,1217,Hokkaido Ebetsu-shi,北海道 江別市,123722
2015,1217,Hokkaido Ebetsu-shi,北海道 江別市,120636
2020,1217,Hokkaido Ebetsu-shi,北海道 江別市,121056
1980,1218,Hokkaido Akabira-shi,北海道 赤平市,25467
1985,1218,Hokkaido Akabira-shi,北海道 赤平市,22645
1990,1218,Hokkaido Akabira-shi,北海道 赤平市,19409
1995,1218,Hokkaido Akabira-shi,北海道 赤平市,17351
2000,1218,Hokkaido Akabira-shi,北海道 赤平市,15753
2005,1218,Hokkaido Akabira-shi,北海道 赤平市,14401
2010,1218,Hokkaido Akabira-shi,北海道 赤平市,12637
2015,1218,Hokkaido Akabira-shi,北海道 赤平市,11105
2020,1218,Hokkaido Akabira-shi,北海道 赤平市,9698
1980,1219,Hokkaido Mombetsu-shi,北海道 紋別市,33860
1985,1219,Hokkaido Mombetsu-shi,北海道 紋別市,32163
1990,1219,Hokkaido Mombetsu-shi,北海道 紋別市,31078
1995,1219,Hokkaido Mombetsu-shi,北海道 紋別市,30137
2000,1219,Hokkaido Mombetsu-shi,北海道 紋別市,28476
2005,1219,Hokkaido Mombetsu-shi,北海道 紋別市,26632
2010,1219,Hokkaido Mombetsu-shi,北海道 紋別市,24750
2015,1219,Hokkaido Mombetsu-shi,北海道 紋別市,23109
2020,1219,Hokkaido Mombetsu-shi,北海道 紋別市,21215
1980,1220,Hokkaido Shibetsu-shi,北海道 士別市,28970
1985,1220,Hokkaido Shibetsu-shi,北海道 士別市,27719
1990,1220,Hokkaido Shibetsu-shi,北海道 士別市,25754
1995,1220,Hokkaido Shibetsu-shi,北海道 士別市,24293
2000,1220,Hokkaido Shibetsu-shi,北海道 士別市,23065
2005,1220,Hokkaido Shibetsu-shi,北海道 士別市,23411
2010,1220,Hokkaido Shibetsu-shi,北海道 士別市,21787
2015,1220,Hokkaido Shibetsu-shi,北海道 士別市,19914
2020,1220,Hokkaido Shibetsu-shi,北海道 士別市,17858
1980,1221,Hokkaido Nayoro-shi,北海道 名寄市,35032
1985,1221,Hokkaido Nayoro-shi,北海道 名寄市,34079
1990,1221,Hokkaido Nayoro-shi,北海道 名寄市,30776
1995,1221,Hokkaido Nayoro-shi,北海道 名寄市,28749
2000,1221,Hokkaido Nayoro-shi,北海道 名寄市,27760
2005,1221,Hokkaido Nayoro-shi,北海道 名寄市,26590
2010,1221,Hokkaido Nayoro-shi,北海道 名寄市,30591
2015,1221,Hokkaido Nayoro-shi,北海道 名寄市,29048
2020,1221,Hokkaido Nayoro-shi,北海道 名寄市,27282
1980,1222,Hokkaido Mikasa-shi,北海道 三笠市,23319
1985,1222,Hokkaido Mikasa-shi,北海道 三笠市,21511
1990,1222,Hokkaido Mikasa-shi,北海道 三笠市,17049
1995,1222,Hokkaido Mikasa-shi,北海道 三笠市,15116
2000,1222,Hokkaido Mikasa-shi,北海道 三笠市,13561
2005,1222,Hokkaido Mikasa-shi,北海道 三笠市,11927
2010,1222,Hokkaido Mikasa-shi,北海道 三笠市,10221
2015,1222,Hokkaido Mikasa-shi,北海道 三笠市,9076
2020,1222,Hokkaido Mikasa-shi,北海道 三笠市,8040
1980,1223,Hokkaido Nemuro-shi,北海道 根室市,42880
1985,1223,Hokkaido Nemuro-shi,北海道 根室市,40675
1990,1223,Hokkaido Nemuro-shi,北海道 根室市,36912
1995,1223,Hokkaido Nemuro-shi,北海道 根室市,34934
2000,1223,Hokkaido Nemuro-shi,北海道 根室市,33150
2005,1223,Hokkaido Nemuro-shi,北海道 根室市,31202
2010,1223,Hokkaido Nemuro-shi,北海道 根室市,29201
2015,1223,Hokkaido Nemuro-shi,北海道 根室市,26917
2020,1223,Hokkaido Nemuro-shi,北海道 根室市,24636
1980,1224,Hokkaido Chitose-shi,北海道 千歳市,66788
1985,1224,Hokkaido Chitose-shi,北海道 千歳市,73610
1990,1224,Hokkaido Chitose-shi,北海道 千歳市,78946
1995,1224,Hokkaido Chitose-shi,北海道 千歳市,84866
2000,1224,Hokkaido Chitose-shi,北海道 千歳市,88897
2005,1224,Hokkaido Chitose-shi,北海道 千歳市,91437
2010,1224,Hokkaido Chitose-shi,北海道 千歳市,93604
2015,1224,Hokkaido Chitose-shi,北海道 千歳市,95648
2020,1224,Hokkaido Chitose-shi,北海道 千歳市,97950
1980,1225,Hokkaido Takikawa-shi,北海道 滝川市,51192
1985,1225,Hokkaido Takikawa-shi,北海道 滝川市,52004
1990,1225,Hokkaido Takikawa-shi,北海道 滝川市,49591
1995,1225,Hokkaido Takikawa-shi,北海道 滝川市,48425
2000,1225,Hokkaido Takikawa-shi,北海道 滝川市,46861
2005,1225,Hokkaido Takikawa-shi,北海道 滝川市,45562
2010,1225,Hokkaido Takikawa-shi,北海道 滝川市,43170
2015,1225,Hokkaido Takikawa-shi,北海道 滝川市,41192
2020,1225,Hokkaido Takikawa-shi,北海道 滝川市,39490
1980,1226,Hokkaido Sunagawa-shi,北海道 砂川市,25355
1985,1226,Hokkaido Sunagawa-shi,北海道 砂川市,24829
1990,1226,Hokkaido Sunagawa-shi,北海道 砂川市,23152
1995,1226,Hokkaido Sunagawa-shi,北海道 砂川市,21722
2000,1226,Hokkaido Sunagawa-shi,北海道 砂川市,21072
2005,1226,Hokkaido Sunagawa-shi,北海道 砂川市,20068
2010,1226,Hokkaido Sunagawa-shi,北海道 砂川市,19056
2015,1226,Hokkaido Sunagawa-shi,北海道 砂川市,17694
2020,1226,Hokkaido Sunagawa-shi,北海道 砂川市,16486
1980,1227,Hokkaido Utashinai-shi,北海道 歌志内市,10178
1985,1227,Hokkaido Utashinai-shi,北海道 歌志内市,9612
1990,1227,Hokkaido Utashinai-shi,北海道 歌志内市,8279
1995,1227,Hokkaido Utashinai-shi,北海道 歌志内市,6867
2000,1227,Hokkaido Utashinai-shi,北海道 歌志内市,5941
2005,1227,Hokkaido Utashinai-shi,北海道 歌志内市,5221
2010,1227,Hokkaido Utashinai-shi,北海道 歌志内市,4387
2015,1227,Hokkaido Utashinai-shi,北海道 歌志内市,3585
2020,1227,Hokkaido Utashinai-shi,北海道 歌志内市,2989
1980,1228,Hokkaido Fukagawa-shi,北海道 深川市,35376
1985,1228,Hokkaido Fukagawa-shi,北海道 深川市,33833
1990,1228,Hokkaido Fukagawa-shi,北海道 深川市,30671
1995,1228,Hokkaido Fukagawa-shi,北海道 深川市,28770
2000,1228,Hokkaido Fukagawa-shi,北海道 深川市,27579
2005,1228,Hokkaido Fukagawa-shi,北海道 深川市,25838
2010,1228,Hokkaido Fukagawa-shi,北海道 深川市,23709
2015,1228,Hokkaido Fukagawa-shi,北海道 深川市,21909
2020,1228,Hokkaido Fukagawa-shi,北海道 深川市,20039
1980,1229,Hokkaido Furano-shi,北海道 富良野市,28499
1985,1229,Hokkaido Furano-shi,北海道 富良野市,27876
1990,1229,Hokkaido Furano-shi,北海道 富良野市,26665
1995,1229,Hokkaido Furano-shi,北海道 富良野市,26046
2000,1229,Hokkaido Furano-shi,北海道 富良野市,26112
2005,1229,Hokkaido Furano-shi,北海道 富良野市,25076
2010,1229,Hokkaido Furano-shi,北海道 富良野市,24259
2015,1229,Hokkaido Furano-shi,北海道 富良野市,22936
2020,1229,Hokkaido Furano-shi,北海道 富良野市,21131
1980,1230,Hokkaido Noboribetsu-shi,北海道 登別市,56503
1985,1230,Hokkaido Noboribetsu-shi,北海道 登別市,58370
1990,1230,Hokkaido Noboribetsu-shi,北海道 登別市,55571
1995,1230,Hokkaido Noboribetsu-shi,北海道 登別市,56892
2000,1230,Hokkaido Noboribetsu-shi,北海道 登別市,54761
2005,1230,Hokkaido Noboribetsu-shi,北海道 登別市,53135
2010,1230,Hokkaido Noboribetsu-shi,北海道 登別市,51526
2015,1230,Hokkaido Noboribetsu-shi,北海道 登別市,49625
2020,1230,Hokkaido Noboribetsu-shi,北海道 登別市,46391
1980,1231,Hokkaido Eniwa-shi,北海道 恵庭市,42911
1985,1231,Hokkaido Eniwa-shi,北海道 恵庭市,48305
1990,1231,Hokkaido Eniwa-shi,北海道 恵庭市,55615
1995,1231,Hokkaido Eniwa-shi,北海道 恵庭市,62351
2000,1231,Hokkaido Eniwa-shi,北海道 恵庭市,65239
2005,1231,Hokkaido Eniwa-shi,北海道 恵庭市,67614
2010,1231,Hokkaido Eniwa-shi,北海道 恵庭市,69384
2015,1231,Hokkaido Eniwa-shi,北海道 恵庭市,69702
2020,1231,Hokkaido Eniwa-shi,北海道 恵庭市,70331
1980,1233,Hokkaido Date-shi,北海道 伊達市,34705
1985,1233,Hokkaido Date-shi,北海道 伊達市,34824
1990,1233,Hokkaido Date-shi,北海道 伊達市,34507
1995,1233,Hokkaido Date-shi,北海道 伊達市,34431
2000,1233,Hokkaido Date-shi,北海道 伊達市,35042
2005,1233,Hokkaido Date-shi,北海道 伊達市,35223
2010,1233,Hokkaido Date-shi,北海道 伊達市,36278
2015,1233,Hokkaido Date-shi,北海道 伊達市,34995
2020,1233,Hokkaido Date-shi,北海道 伊達市,32826
2000,1234,Hokkaido Kitahiroshima-shi,北海道 北広島市,57731
2005,1234,Hokkaido Kitahiroshima-shi,北海道 北広島市,60677
2010,1234,Hokkaido Kitahiroshima-shi,北海道 北広島市,60353
2015,1234,Hokkaido Kitahiroshima-shi,北海道 北広島市,59064
2020,1234,Hokkaido Kitahiroshima-shi,北海道 北広島市,58171
2000,1235,Hokkaido Ishikari-shi,北海道 石狩市,54567
2005,1235,Hokkaido Ishikari-shi,北海道 石狩市,60104
2010,1235,Hokkaido Ishikari-shi,北海道 石狩市,59449
2015,1235,Hokkaido Ishikari-shi,北海道 石狩市,57436
2020,1235,Hokkaido Ishikari-shi,北海道 石狩市,56869
2010,1236,Hokkaido Hokuto-shi,北海道 北斗市,48032
2015,1236,Hokkaido Hokuto-shi,北海道 北斗市,46390
2020,1236,Hokkaido Hokuto-shi,北海道 北斗市,44302
1980,1301,(former) Hokkaido Hiroshima-cho,（旧）北海道 広島町,34148
1985,1301,(former) Hokkaido Hiroshima-cho,（旧）北海道 広島町,40853
1990,1301,(former) Hokkaido Hiroshima-cho,（旧）北海道 広島町,47758
1995,1301,(former) Hokkaido Hiroshima-cho,（旧）北海道 広島町,53537
1980,1302,(former) Hokkaido Ishikari-cho,（旧）北海道 石狩町,33599
1985,1302,(former) Hokkaido Ishikari-cho,（旧）北海道 石狩町,41642
1990,1302,(former) Hokkaido Ishikari-cho,（旧）北海道 石狩町,47339
1995,1302,(former) Hokkaido Ishikari-cho,（旧）北海道 石狩町,52209
1980,1303,Hokkaido Tobetsu-cho,北海道 当別町,17316
